"ICAO","IATA","long","lat"
"CES2",NA,-73.672395,45.9144
"CES5",NA,-81.4655,43.2921
"CEX3",NA,-113.411,52.965
"CEX9",NA,-113.541,50.4194
"CEY3",NA,-113.417,49.7
"CFB3",NA,-114.463997,52.299999
"CFC6",NA,-113.116997,51.266701
"CFH4",NA,-63.461102,45.869999
"CFK6",NA,-114.067,51.85
"CFL4",NA,-80.5276,44.265
"CFM8",NA,-113.3,49.5833
"CFN7",NA,-114.677,51.7742
"CFQ7",NA,-113.455,53.2817
"CFR7",NA,-115.238998,51.651402
"CFS8",NA,-115.228,51.9881
"CFT2",NA,-113.583183,50.552435
"CFV2",NA,-113.472,51.3933
"CFX2",NA,-113.935,50.7353
"CFX6",NA,-113.283,50.4047
"CFX8",NA,-113.751999,51.041698
"CFY4",NA,-113.7962,50.9048
"CFY6",NA,-114.344002,50.6544
"CFZ5",NA,-114.6626,51.7398
"CGB2",NA,-114.052,51.5828
"CGB3",NA,-77.0735,44.0011
"CGL2",NA,-82.840797,42.059399
"CGN3",NA,-112.6916,49.6367
"CGV2",NA,-80.3853,43.9764
"CGV3",NA,-80.3542,43.9625
"CGV5",NA,-80.2887,43.8601
"CGV6",NA,-80.2824,43.8749
"CHAN",NA,-83.692893,32.171115
"CHD4",NA,-81.0192,43.1083
"CHF2",NA,-75.7086,45.1906
"CHG2",NA,-53.2539,47.6856
"CHL2",NA,-64.4229,45.1442
"CJA2",NA,-79.9768,42.8068
"CJA3",NA,-98.0592,49.2103
"CJC2",NA,-105.838,51.0561
"CJC3",NA,-105.975998,51.247799
"CJC6",NA,-107.374,52.7322
"CJD2",NA,-105.717,52.4833
"CJD3",NA,-105.445,52.9908
"CJE5",NA,-108.342,53.3772
"CJF8",NA,-107.988,52.0511
"CJH3",NA,-109.324997,53.094398
"CJH8",NA,-106.75,53.0167
"CJJ2",NA,-99.333298,49.549999
"CJL5",NA,-96.9736,49.8525
"CJL6",NA,-97.533897,49.094398
"CJL9",NA,-107.377,52.4631
"CJN5",NA,-106.463,52.0006
"CJP2",NA,-109.128998,51.926899
"CJR4",NA,-108.763,51.144199
"CJR5",NA,-98.9425,50.1636
"CJR9",NA,-104.484001,52.4114
"CJS4",NA,-105.387,50.4342
"CJS7",NA,-98.014999,49.480301
"CJT8",NA,-97.8506,49.5092
"CJT9",NA,-107.609,53.6206
"CJU3",NA,-98.500801,50.096401
"CJU4",NA,-105.127,52.1761
"CJU6",NA,-97.304398,50.9128
"CJU7",NA,-108.789001,53.185001
"CJV5",NA,-99.510597,50.2328
"CJX4",NA,-107.918,51.5644
"CJY3","YTT",-104.067001,52.8367
"CJZ3",NA,-104.7,52.8667
"CJZ4",NA,-106.363,53.2283
"CKA8",NA,-97.5489,49.9244
"CKC6",NA,-104.992,51.8453
"CKD7",NA,-97.9906,49.4083
"CKD8",NA,-78.8893,44.54
"CKE2",NA,-104.266998,52.0667
"CKE8",NA,-109.184998,52.445801
"CKF6",NA,-98.75,49.966702
"CKF8",NA,-79.725,44.1328
"CKG5",NA,-98.533302,49.25
"CKH3",NA,-106.884,53.5319
"CKH7",NA,-107.548,53.3633
"CKH8",NA,-104.789,50.6675
"CKJ2",NA,-97.422501,49.453098
"CKJ7",NA,-97.6833,49.7167
"CKK2",NA,-104.867,52.65
"CKL9",NA,-104.979,50.7528
"CKQ5",NA,-107.130997,50.994202
"CKR4",NA,-98.056702,50.7033
"CKR9",NA,-107.037,51.4825
"CKT7",NA,-105.7631,52.6491
"CKU4",NA,-109.016998,52.733299
"CKU5",NA,-105.4,51.35
"CKU7",NA,-105.3623,51.6871
"CKX5",NA,-107.438,51.3306
"CKY8",NA,-114.774002,51.2047
"CKZ7",NA,-97.920303,49.166901
"CL01",NA,-120.668,36.8999
"CL04",NA,-121.235,38.4107
"CL11",NA,-121.22,38.1346
"CL13",NA,-117.762,34.5153
"CL23",NA,-121.696,39.4596
"CL24",NA,-119.51,36.8499
"CL25",NA,-119.452,34.9355
"CL29",NA,-114.957001,34.834999
"CL33",NA,-116.998,33.3106
"CL35",NA,-116.675,33.2845
"CL36",NA,-122.804,38.5694
"CL46",NA,-118.732,34.7678
"CL56",NA,-121.871,39.7196
"CL74",NA,-118.401,34.8319
"CL77",NA,-122.127,37.0705
"CL84",NA,-120.927,37.3883
"CLA2",NA,-73.4606,45.8231
"CLA4",NA,-79.495,44.0894
"CLA5",NA,-112.7728,49.6569
"CLA6",NA,-74.361,45.2004
"CLB2",NA,-80.5486,43.3058
"CLC2",NA,-81.1256,43.0683
"CLJ3",NA,-112.7383,49.7416
"CLM2",NA,-82.525002,42.025002
"CLV2",NA,-80.148,44.4046
"CLW3",NA,-80.1772,43.9792
"CMA2",NA,-78.747803,46.299702
"CMB7",NA,-74.807,45.253
"CME2",NA,-78.6276,44.2854
"CML2",NA,-123.651,48.8119
"CML5",NA,-89.543002,48.2936
"CMN3",NA,-73.576,45.2138
"CMW3",NA,-77.095528,45.164338
"CN12",NA,-122.132,39.1635
"CN13",NA,-121.509,38.4432
"CN15",NA,-119.786,36.3692
"CN19",NA,-121.613,37.9331
"CN24",NA,-121.255,38.283
"CN29",NA,-121.015,37.9352
"CN37",NA,-118.231,35.3813
"CN38",NA,-121.437,38.3413
"CN42",NA,-121.882,40.4457
"CN44",NA,-121.163,37.6205
"CN95",NA,-121.4923,37.9933
"CN98",NA,-114.7103,33.2456
"CN99",NA,-121.1586,37.5464
"CNA2",NA,-81.803101,42.554401
"CNA3",NA,-79.7317,44.4064
"CNA4",NA,-79.349998,45.549999
"CNC3",NA,-79.875,43.7603
"CNC4",NA,-80.1961,43.5639
"CND4",NA,-78.64,45.1108
"CNE9",NA,-82.879402,42.095798
"CNF3",NA,-75.0961,45.4861
"CNF4",NA,-78.7839,44.3647
"CNF9",NA,-79.0636,42.9994
"CNJ3",NA,-78.9575,42.9172
"CNJ4",NA,-79.3102,44.6777
"CNK4","YPD",-79.829697,45.2575
"CNL3","XBR",-75.7503,44.6394
"CNL8",NA,-79.8789,44.6553
"CNM2",NA,-81.548599,42.8242
"CNN3",NA,-80.2059,44.0279
"CNP3",NA,-76.3658,45.4136
"CNP7",NA,-75.3114,44.8422
"CNP8",NA,-79.013,44.1337
"CNQ3",NA,-79.3247,42.9792
"CNR2",NA,-80.6947,43.2326
"CNR6",NA,-76.1233,45.1039
"CNR9",NA,-79.927803,45.925598
"CNS4",NA,-74.6257,45.3307
"CNS6",NA,-80.8167,42.7383
"CNS8",NA,-75.0774,44.947
"CNT6",NA,-80.6031,43.5847
"CNT7",NA,-77.1392,43.9892
"CNU4",NA,-77.3094,44.1922
"CNU8",NA,-79.2622,43.9358
"CNV4",NA,-74.65,45.6167
"CNV8",NA,-79.9628,44.4411
"CNV9",NA,-71.5855,46.7215
"CNW3",NA,-77.8806,45.0731
"CNX8",NA,-80.3953,42.8475
"CNY3",NA,-80.1583,44.4492
"CNY4",NA,-79.8371,44.1833
"CNZ8",NA,-79.5992,43.16
"CO00",NA,-103.067,39.28
"CO02",NA,-104.519,39.6297
"CO06",NA,-103.912,40.5136
"CO07",NA,-105.471,39.8542
"CO09",NA,-104.284,38.2667
"CO10",NA,-105.223999,39.994701
"CO11",NA,-106.058,38.4161
"CO12",NA,-104.705,39.983
"CO14",NA,-104.805,39.9167
"CO15",NA,-104.64,39.2247
"CO17",NA,-104.194,39.7136
"CO18",NA,-104.258,39.464
"CO19",NA,-105.604,38.4108
"CO22",NA,-102.474998,39.279167
"CO25",NA,-103.724,39.4961
"CO38",NA,-104.313,39.7472
"CO42",NA,-104.546,39.3347
"CO43",NA,-108.709999,39.0028
"CO48",NA,-104.652,40.5125
"CO49",NA,-104.535,39.1625
"CO52",NA,-105.303,39.5833
"CO53",NA,-104.991,40.6347
"CO54",NA,-104.634,38.9833
"CO55",NA,-105.144,40.5972
"CO56",NA,-104.463,39.9641
"CO58",NA,-104.955,40.1058
"CO59",NA,-104.564,40.5458
"CO60",NA,-104.431,40.1083
"CO61",NA,-105.214,37.8422
"CO65",NA,-105.471,38.0458
"CO73",NA,-102.217003,38.099998
"CO76",NA,-107.865997,38.836399
"CO77",NA,-104.594,39.9786
"CO80",NA,-104.046,38.0725
"CO81",NA,-102.744003,39.6208
"CO82",NA,-104.589,40.0958
"CO84",NA,-102.541,39.608299
"CO86",NA,-105.938,40.0486
"CO89",NA,-108.043999,38.7728
"CO90",NA,-104.307,38.7583
"CO92",NA,-103.644997,39.641701
"CO93",NA,-104.891,39.25
"CO95",NA,-107.98,38.0528
"CO96",NA,-104.743,39.3717
"CO97",NA,-104.323,39.7208
"CO98",NA,-105.034,39.55
"COL2",NA,-80.205803,43.916901
"COR8",NA,-80.0238,43.9019
"CPA4",NA,-80.2652,42.8194
"CPB9",NA,-79.3406,44.2672
"CPC2",NA,-79.597301,45.093001
"CPC3",NA,-80.4429,43.8406
"CPC6",NA,-81.271896,43.948299
"CPD2",NA,-81.1767,43.745
"CPD4",NA,-81.2333,43.75
"CPE4",NA,-80.2325,43.4427
"CPE5",NA,-79.3528,42.8775
"CPE6",NA,-79.3233,45.8211
"CPF3",NA,-76.0695,45.4274
"CPF4",NA,-76.8333,45.595
"CPF6",NA,-79.7094,43.1697
"CPF7",NA,-81.335297,44.4939
"CPG4",NA,-80.5122,43.5919
"CPG5",NA,-74.5489,45.5828
"CPG7",NA,-80.447197,43.735001
"CPH9",NA,-80.9953,43.8881
"CPJ5",NA,-77.5617,44.2414
"CPJ6",NA,-96.927,49.436
"CPK2",NA,-81.591698,42.965801
"CPK9",NA,-80.4835,43.7715
"CPL3",NA,-75.6282,45.1031
"CPL4",NA,-81.714203,43.2869
"CPM5",NA,-79.7784,43.9938
"CPM7",NA,-79.6289,44.1361
"CPN5",NA,-80.9914,43.7428
"CPN8",NA,-81.2343,43.0975
"CPP3",NA,-78.885,44.0617
"CPP6",NA,-79.8525,43.0375
"CPR2",NA,-75.2986,45.2411
"CPR3",NA,-80.7803,43.8536
"CPR5",NA,-80.8219,43.1083
"CPR9",NA,-80.386201,43.741755
"CPS2",NA,-78.1073,44.2515
"CPS4",NA,-81.4125,43.1633
"CPS7",NA,-80.2281,43.7754
"CPT3",NA,-80.1764,43.3222
"CPT9",NA,-71.1102,46.7584
"CPU3",NA,-81.606903,42.531399
"CPU6",NA,-77.1078,44.1847
"CPV2",NA,-80.155,43.9586
"CPV4",NA,-80.0136,44.1439
"CPV9",NA,-107.255051,50.038096
"CPY9",NA,-80.2831,43.7286
"CPZ3",NA,-77.3381,44.0694
"CRA2",NA,-79.4848,44.1406
"CRAI",NA,-91.919207,30.49617
"CRB2",NA,-82.652802,42.139999
"CRD4",NA,-113.9514,52.2619
"CRD5",NA,-113.9132,52.287
"CRD6",NA,-113.9151,52.2782
"CRE3",NA,-80.6986,43.0665
"CRF4",NA,-113.9581,50.7647
"CRF5",NA,-106.6828,52.2803
"CRG3",NA,-73.3016,45.4778
"CRJ2",NA,-82.598335,42.288887
"CRK2",NA,-113.506601,53.0778
"CRL2",NA,-76.3967,44.6667
"CRM3",NA,-73.2267,45.3779
"CRM4",NA,-64.3758,46.1808
"CRM5",NA,-82.3625,42.143056
"CRML",NA,-82.535004,42.295601
"CRS3",NA,-114.0513,50.7995
"CRS4",NA,-79.6558,45.2691
"CSA2",NA,-73.6381,45.7919
"CSB3",NA,-73.2386,45.59
"CSB5",NA,-64.576698,46.2547
"CSC3",NA,-72.3947,45.8453
"CSC5",NA,-70.5014,46.4072
"CSD3",NA,-74.1414,45.2083
"CSD4",NA,-75.577797,46.5644
"CSD7",NA,-79.0973,44.2272
"CSE3",NA,-73.4528,46.1094
"CSE4",NA,-74.3706,45.6394
"CSE5",NA,-70.5158,47.0014
"CSF4",NA,-80.2626,44.0089
"CSF5",NA,-114.2373,52.199
"CSF7",NA,-75.1715,45.2997
"CSG3",NA,-73.5017,46.045
"CSG5",NA,-71.1517,46.6853
"CSH2",NA,-70.5328,47.0711
"CSH5",NA,-71.5361,46.1261
"CSJ4",NA,-72.9044,46.2461
"CSJ5",NA,-72.6303,46.4367
"CSK4",NA,-72.4019,45.0264
"CSK5",NA,-71.7858,46.895
"CSK8",NA,-122.819,49.095
"CSL5",NA,-70.8892,46.1183
"CSM3",NA,-71.2572,46.0517
"CSM5",NA,-73.9936,46.6808
"CSN3",NA,-74.0619,45.7803
"CSN5",NA,-71.794403,45.015598
"CSN7",NA,-73.0078,45.2856
"CSP5",NA,-73.2417,45.5008
"CSP6",NA,-73.9072,45.3761
"CSQ2",NA,-119.590816,50.878669
"CSQ3",NA,-72.3103,45.4811
"CSR3",NA,-71.9289,46.1128
"CSS3",NA,-74.0767,45.3475
"CSS4",NA,-72.8189,45.6325
"CST3",NA,-74.134,45.3903
"CST7",NA,-71.1825,46.5603
"CSU3",NA,-73.0142,45.605
"CSU4",NA,-70.0325,46.7408
"CSU7",NA,-72.6258,46.6167
"CSV8",NA,-79.7273,43.9861
"CSW6",NA,-77.9277,44.3459
"CSX5",NA,-73.1994,45.4719
"CSX7",NA,-81.5042,43.3772
"CSY3",NA,-73.0422,45.9803
"CSY4",NA,-74.1814,46.3058
"CSZ3",NA,-74.5836,46.1542
"CSZ4",NA,-70.9633,46.3314
"CT01",NA,-73.189,41.6662
"CT07",NA,-72.303101,41.5737
"CT08",NA,-72.243698,41.508202
"CT09",NA,-72.391701,41.802898
"CT11",NA,-72.338997,41.444
"CT13",NA,-71.8162,41.8834
"CT14",NA,-72.616203,41.866798
"CT15",NA,-72.4776,41.9454
"CT19",NA,-72.539803,41.968201
"CT20",NA,-72.432899,41.600101
"CT24",NA,-73.3387,42.0454
"CT29",NA,-72.4729,42.013699
"CT31",NA,-72.332901,41.965099
"CT32",NA,-71.8345,41.5354
"CT36",NA,-72.197304,41.564499
"CT39",NA,-72.7084,41.4684
"CT42",NA,-73.2662,41.8501
"CT43",NA,-71.931198,41.5937
"CT44",NA,-73.3087,41.7857
"CT48",NA,-71.9254,41.4368
"CT51",NA,-73.4162,41.5334
"CT52",NA,-73.2912,41.3682
"CT59",NA,-73.2662,41.5501
"CT66",NA,-73.282898,41.666801
"CT74",NA,-72.181503,41.950699
"CT80",NA,-71.885902,41.347301
"CT85",NA,-72.615097,41.889801
"CT96",NA,-72.9712,41.7084
"CTA3",NA,-70.3844,47.3894
"CTA6",NA,-79.414101,45.007
"CTE5",NA,-72.8483,46.6225
"CTF4",NA,-80.3079,44.1744
"CTH8",NA,-79.7769,44.2143
"CTK6","ZKG",-61.2658,50.195801
"CTN6",NA,-98.665298,49.659698
"CTN7",NA,-78.362,44.0024
"CTQ2",NA,-72.035004,45.034401
"CTQ6",NA,-70.955,46.6219
"CTR6",NA,-71.8264,46.7836
"CTY4",NA,-114.1478,51.9002
"CTY5",NA,-73.0378,45.4383
"CVF2",NA,-80.2894,43.7233
"CWF2",NA,-80.6215,44.4639
"CYAV","YAV",-97.0325,50.0564
"CYAZ","YAZ",-125.7756,49.0798
"CYBA","YBA",-115.5419,51.2073
"CYBL","YBL",-125.271,49.9508
"CYBP",NA,-111.926,50.6336
"CYBU",NA,-104.008003,53.3325
"CYBW","YBW",-114.374,51.1031
"CYCC","YCC",-74.5633,45.0928
"CYCD","YCD",-123.8699,49.055
"CYCE","YCE",-81.5083,43.2856
"CYCG","YCG",-117.632004,49.296398
"CYCK","NZ3",-82.081902,42.3064
"CYCW","YCW",-121.939,49.1528
"CYEE","YEE",-79.9283,44.6833
"CYES",NA,-68.481903,47.490601
"CYFD","YFD",-80.3425,43.1314
"CYFJ","YTM",-74.78,46.4094
"CYGB","YGB",-124.518,49.6942
"CYGK","YGK",-76.596901,44.2253
"CYGM","YGM",-97.043297,50.628101
"CYGP","YGP",-64.4786,48.7753
"CYGV","YGV",-63.6114,50.2819
"CYHE","YHE",-121.498,49.3683
"CYHM","YHM",-79.935,43.1736
"CYHS",NA,-81.0628,44.1583
"CYHU","YHU",-73.4169,45.5175
"CYHZ","YHZ",-63.508598,44.880798
"CYJN","YJN",-73.2811,45.2944
"CYKA","YKA",-120.444,50.7022
"CYKF","YKF",-80.3786,43.4608
"CYKZ","YKZ",-79.37,43.8622
"CYLS","YLK",-79.5556,44.4853
"CYLW","YLW",-119.377998,49.9561
"CYML","YML",-70.2239,47.5975
"CYMW","YMW",-75.990601,46.2728
"CYMX","YMX",-74.0387,45.6795
"CYNA","YNA",-61.7892,50.19
"CYND","YND",-75.5636,45.5217
"CYNJ","YLY",-122.631,49.1008
"CYOO","YOO",-78.895,43.9228
"CYOS","YOS",-80.8375,44.5903
"CYOW","YOW",-75.6692,45.3225
"CYPA","YPA",-105.673,53.2142
"CYPG","YPG",-98.273817,49.903099
"CYPK",NA,-122.71,49.2161
"CYPN","YPN",-64.288597,49.836399
"CYPQ","YPQ",-78.3633,44.23
"CYPT",NA,-82.678001,41.780399
"CYPW","YPW",-124.5,49.8342
"CYQA","YQA",-79.3033,44.9747
"CYQB","YQB",-71.3933,46.7911
"CYQF","YQF",-113.894,52.1822
"CYQG","YQG",-82.9556,42.2756
"CYQL","YQL",-112.8,49.6303
"CYQM","YQM",-64.678596,46.112202
"CYQQ","YQQ",-124.887,49.7108
"CYQR","YQR",-104.666,50.4319
"CYQS","YQS",-81.1108,42.77
"CYQT","YQT",-89.323898,48.371899
"CYQW","YQW",-108.244,52.7692
"CYQY","YQY",-60.0478,46.1614
"CYRI","YRI",-69.584702,47.7644
"CYRO","YRO",-75.6461,45.4603
"CYRP","YRP",-76.0222,45.3192
"CYRQ","YRQ",-72.6794,46.3528
"CYSA","YSA",-80.9344,43.4156
"CYSC","YSC",-71.6914,45.4386
"CYSE","YSE",-123.162,49.7817
"CYSG",NA,-70.714699,46.096401
"CYSH","YSH",-75.9406,44.9458
"CYSN","YCM",-79.1717,43.1917
"CYSU","YSU",-63.833599,46.440601
"CYTB",NA,-80.7469,42.9275
"CYTN",NA,-62.621102,45.611904
"CYTR","YTR",-77.5281,44.1189
"CYTZ","YTZ",-79.3962,43.6275
"CYUL","YUL",-73.7408,45.4706
"CYVK","YVE",-119.331001,50.2481
"CYVR","YVR",-123.184,49.1939
"CYWG","YWG",-97.2399,49.91
"CYXC","YXC",-115.781998,49.610802
"CYXE","YXE",-106.7,52.1708
"CYXH","YXH",-110.721001,50.018902
"CYXU","YXU",-81.1539,43.0356
"CYXX","YXX",-122.361,49.0253
"CYYB","YYB",-79.4228,46.3636
"CYYC","YYC",-114.02,51.1139
"CYYF","YYF",-119.601997,49.4631
"CYYG","YYG",-63.121101,46.290001
"CYYJ","YYJ",-123.426,48.6469
"CYYM","YYM",-114.094,49.6364
"CYYN","YYN",-107.691002,50.291901
"CYYT","YYT",-52.7519,47.6186
"CYYZ","YYZ",-79.6306,43.6772
"CYZD","YZD",-79.4656,43.7425
"CYZR","YZR",-82.308899,42.999401
"CYZV","YZV",-66.2656,50.2233
"CYZX","YZX",-64.916901,44.984402
"CZBA",NA,-79.8501,43.4415
"CZBB","YDT",-123.012,49.0742
"CZBM","ZBM",-72.7414,45.2908
"CZGF","ZGF",-118.431,49.015598
"CZNL",NA,-117.301003,49.494202
"CZPC","WPC",-113.997002,49.520599
"D73",NA,-83.6929,33.7824
"D83",NA,-123.383,39.0127
"D86",NA,-119.319,36.4486
"DAAB","QLD",2.8142,36.5036
"DAAG","ALG",3.2154,36.691
"DAAK",NA,2.8761,36.5458
"DAAX",NA,2.9284,36.7782
"DE00",NA,-75.5771,39.0207
"DE04",NA,-75.575,39.2917
"DE07",NA,-75.6913,39.1443
"DE09",NA,-75.4885,39.0682
"DE10",NA,-75.4663,38.9668
"DE11",NA,-75.401,38.9057
"DE12",NA,-75.4127,38.8057
"DE15",NA,-75.6997,38.6126
"DE17",NA,-75.583298,38.777901
"DE19",NA,-75.7416,39.325802
"DE20",NA,-75.7458,39.3736
"DE25",NA,-75.2336,38.7761
"DE29",NA,-75.6441,39.3751
"DE32",NA,-75.6167,38.975
"DE33",NA,-75.6975,39.4828
"DE34",NA,-75.663002,39.414299
"DIAP","ABJ",-3.92629,5.26139
"DRRN","NIM",2.18361,13.4815
"DTMB","MIR",10.7547,35.758099
"DTTA","TUN",10.2272,36.851
"DTTB",NA,9.79145,37.245398
"DTTI",NA,9.94315,36.721298
"DTTJ","DJE",10.7755,33.875
"E16",NA,-121.597,37.0816
"E25",NA,-112.799,33.9689
"E30",NA,-99.977,31.6745
"E41",NA,-101.473,31.1989
"E45",NA,-120.178,37.8617
"E48",NA,-102.225,31.1251
"E60",NA,-111.587,32.807
"E63",NA,-112.678,32.9581
"E67",NA,-110.909,33.0476
"E77",NA,-110.647,32.6365
"E78",NA,-111.894,31.9329
"E95",NA,-110.357,31.9997
"E98",NA,-106.745,34.7598
"EBAM",NA,3.4849,50.7401
"EBAR",NA,5.8869,49.6628
"EBAV",NA,5.0681,50.7067
"EBAW","ANR",4.4603,51.1894
"EBBE",NA,4.76833,50.758598
"EBBL",NA,5.47,51.1683
"EBBN",NA,6.2764,50.415
"EBBR","BRU",4.4844,50.9014
"EBBT",NA,4.5035,51.3426
"EBBX",NA,5.22389,49.891701
"EBBY",NA,4.4347,50.5686
"EBBZ",NA,4.3811,50.5417
"EBCF",NA,4.3872,50.1528
"EBCI","CRL",4.4538,50.4592
"EBCV",NA,3.831,50.5758
"EBDT",NA,5.06556,50.999199
"EBFN",NA,2.6528,51.0903
"EBFS",NA,4.64583,50.243301
"EBGB",NA,4.3918,50.9485
"EBGG",NA,3.8639,50.7556
"EBHN",NA,4.3872,51.3061
"EBIS",NA,3.8044,50.6642
"EBKH",NA,5.2211,51.181
"EBKT","KJK",3.2047,50.8172
"EBLE",NA,5.3072,51.12
"EBLG","LGG",5.4432,50.6374
"EBLN",NA,4.7925,50.580601
"EBMB",NA,4.49,50.913
"EBMG",NA,4.6381,50.1047
"EBML",NA,4.9278,50.3742
"EBMO",NA,3.1473,50.8528
"EBNE",NA,5.4786,51.2119
"EBNM",NA,4.7689,50.488
"EBOR",NA,4.93639,49.9072
"EBOS","OST",2.8622,51.1989
"EBSG",NA,3.8203,50.4575
"EBSH",NA,5.4043,50.0359
"EBSL",NA,5.59056,50.947498
"EBSP",NA,5.9103,50.4825
"EBST",NA,5.2017,50.7919
"EBSU",NA,5.4408,50.0344
"EBTN",NA,4.9578,50.7817
"EBTX",NA,5.855,50.5526
"EBTY",NA,3.4974,50.5316
"EBUL",NA,3.4756,51.1442
"EBWE",NA,4.9602,51.3948
"EBZH","QHA",5.3751,50.97
"EBZR","OBL",4.7533,51.2647
"EBZU",NA,3.1406,51.2567
"EBZW",NA,5.5265,51.0154
"EDAB",NA,14.5197,51.1936
"EDAC","AOC",12.5064,50.9819
"EDAD",NA,12.191,51.8317
"EDAE",NA,14.5875,52.1959
"EDAG",NA,13.126389,50.644169
"EDAH","HDF",14.1523,53.8787
"EDAI",NA,12.5419,52.8267
"EDAJ",NA,12.135833,50.881668
"EDAK",NA,13.5556,51.3081
"EDAM",NA,11.9408,51.3631
"EDAN",NA,11.6153,53.3597
"EDAO",NA,10.8333,51.4931
"EDAP",NA,14.4231,51.6847
"EDAQ",NA,12.0539,51.5522
"EDAR",NA,13.9097,50.9792
"EDAS",NA,13.6756,51.6344
"EDAT",NA,14.1994,51.4511
"EDAU","IES",13.3561,51.2936
"EDAV",NA,13.6936,52.8272
"EDAW",NA,12.4944,51.5778
"EDAX","REB",12.7522,53.3064
"EDAY",NA,13.9167,52.5806
"EDAZ","QXH",13.1564,52.2036
"EDBA",NA,11.0694,50.8417
"EDBC","CSO",11.4203,51.8564
"EDBE",NA,12.59,52.4375
"EDBF",NA,12.7603,52.7933
"EDBG","CSO",11.8561,52.2417
"EDBH","BBH",12.7105,54.3383
"EDBI",NA,12.453889,50.701668
"EDBJ",NA,11.7144,50.9153
"EDBK",NA,12.4253,52.9189
"EDBL",NA,11.6933,51.2458
"EDBM","ZMG",11.6264,52.0736
"EDBN","FNB",13.306,53.6022
"EDBO",NA,13.0522,51.8997
"EDBP",NA,11.5611,53.6153
"EDBQ",NA,13.9603,51.6706
"EDBR",NA,14.95,51.363335
"EDBS",NA,11.1925,51.1992
"EDBT",NA,11.4467,51.3806
"EDBU",NA,12.1856,53.1803
"EDBV",NA,13.0433,54.3358
"EDBW",NA,13.7669,52.6317
"EDBX",NA,14.9503,51.1589
"EDBY",NA,13.3436,53.9722
"EDBZ",NA,13.8794,51.4897
"EDCA",NA,13.6686,53.8328
"EDCB",NA,11.2297,51.7458
"EDCD","CBU",14.5319,51.8894
"EDCE",NA,14.0875,52.4817
"EDCF",NA,13.8069,52.2833
"EDCG","GTI",13.3256,54.3833
"EDCH",NA,12.2319,51.0434
"EDCI",NA,14.5064,51.2739
"EDCJ",NA,12.8375,50.7475
"EDCK","KOQ",11.9528,51.7211
"EDCL",NA,12.0733,52.7094
"EDCM",NA,14.1275,51.2969
"EDCO",NA,10.6347,51.2678
"EDCP","PEF",13.7744,54.1578
"EDCQ",NA,11.4983,51.7669
"EDCR",NA,11.6492,54.0819
"EDCS",NA,13.1006,52.3083
"EDCT",NA,12.5369,51.395
"EDCU",NA,12.2306,53.8053
"EDCV",NA,13.9483,53.5053
"EDCW",NA,11.4994,53.9144
"EDCX",NA,12.2486,54.1617
"EDCY",NA,14.1369,51.5756
"EDDB","SXF",13.5225,52.38
"EDDC","DRS",13.7672,51.1328
"EDDE","ERF",10.9581,50.9798
"EDDF","FRA",8.5706,50.0333
"EDDG","FMO",7.6848,52.1346
"EDDH","HAM",9.9882,53.6304
"EDDK","CGN",7.1427,50.8659
"EDDL","DUS",6.7668,51.2895
"EDDM","MUC",11.7861,48.3538
"EDDN","NUE",11.0781,49.4987
"EDDP","LEJ",12.2364,51.4239
"EDDR","SCN",7.1095,49.2146
"EDDS","STR",9.222,48.6899
"EDDT","TXL",13.2877,52.5597
"EDDV","HAJ",9.6851,52.4611
"EDDW","BRE",8.7867,53.0475
"EDEB",NA,10.6222,51.1292
"EDEF",NA,8.9681,49.9525
"EDEG",NA,10.7278,50.97
"EDEH",NA,8.4878,49.345
"EDEL",NA,7.9078,49.9083
"EDEM",NA,9.4222,51.0628
"EDEN",NA,9.7078,50.8442
"EDEP",NA,8.6244,49.6219
"EDEQ",NA,10.5486,51.2131
"EDER",NA,9.9539,50.4989
"EDEW",NA,9.4022,49.5817
"EDFA",NA,8.5339,50.2883
"EDFB",NA,8.8781,50.3358
"EDFC",NA,9.0639,49.9389
"EDFD",NA,10.2267,50.3061
"EDFE","QEF",8.6458,49.96
"EDFG",NA,9.17,50.1972
"EDFH","HHN",7.2639,49.9487
"EDFI",NA,8.3928,50.7878
"EDFJ",NA,9.8836,50.0986
"EDFK",NA,10.0689,50.2106
"EDFL",NA,8.5903,50.5439
"EDFM","MHG",8.5142,49.4731
"EDFN",NA,8.815,50.8744
"EDFO",NA,8.9719,49.6786
"EDFP",NA,8.7111,50.3619
"EDFQ",NA,8.6808,51.035
"EDFR",NA,10.2181,49.3883
"EDFS",NA,10.2511,50.0108
"EDFT",NA,9.4108,50.6833
"EDFU",NA,9.1825,49.695
"EDFV",NA,8.3683,49.6069
"EDFW",NA,9.8975,49.8178
"EDFX",NA,8.5286,49.3253
"EDFY",NA,8.0111,50.4269
"EDFZ","QMZ",8.1472,49.9675
"EDGA",NA,7.945,50.5931
"EDGB",NA,8.1694,50.6764
"EDGE","EIB",10.4797,50.9916
"EDGF",NA,9.4425,50.4756
"EDGH",NA,9.8367,49.7986
"EDGI",NA,9.6631,49.3217
"EDGJ",NA,10.0714,49.6736
"EDGK",NA,8.8736,51.2522
"EDGM",NA,9.1239,49.3989
"EDGP",NA,8.3767,49.8417
"EDGQ",NA,8.3078,51.0003
"EDGR",NA,8.8697,50.5669
"EDGS","SGE",8.083,50.7077
"EDGT",NA,8.4583,50.7953
