"ICAO","IATA","long","lat"
"1II5",NA,-86.5031,41.2473
"1II8",NA,-85.8189,39.8142
"1IL0",NA,-89.0011,40.775
"1IL1",NA,-89.4259,39.2445
"1IL4",NA,-90.1312,38.4187
"1IL6",NA,-89.4418,41.8667
"1IL8",NA,-87.595901,40.931999
"1IL9",NA,-89.1244,40.3006
"1IN0",NA,-85.230499,40.1334
"1IN1",NA,-86.6531,39.4884
"1IN3",NA,-85.2425,41.0978
"1IN4",NA,-85.9878,38.1431
"1IN5",NA,-87.382004,38.284801
"1IN6",NA,-87.2203,40.4017
"1IS0",NA,-89.9323,38.5242
"1IS2",NA,-88.5223,39.8964
"1IS3",NA,-89.0595,39.7278
"1IS4",NA,-89.8246,42.1345
"1IS5",NA,-89.0015,41.6531
"1KS0",NA,-97.971199,38.169498
"1KS1",NA,-95.2261,38.4589
"1KS2",NA,-95.0716,39.314
"1KS5",NA,-96.0964,39.1625
"1KS6",NA,-97.5364,38.866699
"1KS7",NA,-101.016998,37.673599
"1KS8",NA,-100.995003,38.515301
"1LA1",NA,-90.434799,29.9835
"1LL0",NA,-88.6001,41.3292
"1LL2",NA,-88.6356,41.3006
"1LL4",NA,-89.7001,39.1834
"1LL6",NA,-89.7382,42.2281
"1LL7",NA,-89.7732,41.3498
"1LL8",NA,-87.5584,40.7889
"1LS0",NA,-90.882004,30.2241
"1MA5",NA,-71.5478,42.279
"1MD1",NA,-76.2863,38.569
"1MD8",NA,-77.097198,39.682899
"1MI1",NA,-88.997398,46.702702
"1MI4",NA,-87.3224,45.8389
"1MI5",NA,-83.859703,42.6031
"1MN0",NA,-96.546204,46.043598
"1MN2",NA,-94.7607,45.9382
"1MN5",NA,-93.74,44.8436
"1MN8",NA,-93.3269,44.5258
"1MO2",NA,-94.4766,38.5495
"1MO3",NA,-94.0738,39.9334
"1MO4",NA,-93.864098,39.891701
"1MO7",NA,-91.975197,40.363899
"1MO9",NA,-93.8516,37.4792
"1MU0",NA,-93.5627,37.1667
"1MU2",NA,-94.6672,39.4474
"1MU4",NA,-93.7788,38.6517
"1MU6",NA,-94.9689,40.1108
"1MU7",NA,-89.612,37.465302
"1MU8",NA,-94.9986,39.5542
"1N7",NA,-74.9975,40.9711
"1NA0",NA,-97.8895,48.7322
"1NC0",NA,-79.9414,35.7221
"1NC1",NA,-79.2386,35.8119
"1NC2",NA,-80.789398,35.654701
"1NC3",NA,-76.1491,36.1807
"1NC4",NA,-77.257698,34.995399
"1NC5",NA,-78.3486,35.9332
"1NC6",NA,-80.4501,35.056
"1NC8",NA,-80.2581,35.5158
"1NC9",NA,-81.426399,35.449699
"1NE5",NA,-96.2856,41.4061
"1NK0",NA,-74.548203,42.297298
"1NK5",NA,-74.5243,41.3615
"1NK6",NA,-73.7496,44.4237
"1NK8",NA,-75.8413,42.1917
"1NM0",NA,-108.026001,33.212002
"1NY3",NA,-76.033,43.5667
"1NY4",NA,-73.911,44.6175
"1NY5",NA,-73.7429,41.639
"1NY8",NA,-76.583,42.8001
"1NY9",NA,-76.188,43.2659
"1OA2",NA,-81.9907,41.2617
"1OA3",NA,-83.8555,39.3334
"1OA4",NA,-83.6617,39.9236
"1OA5",NA,-83.9527,39.2195
"1OA6",NA,-84.0458,39.3362
"1OA7",NA,-81.2415,40.8417
"1OA8",NA,-82.904404,40.346699
"1OH2",NA,-82.866302,41.243999
"1OH3",NA,-82.762703,41.389198
"1OH7",NA,-81.863701,39.993999
"1OH8",NA,-83.6333,39.8667
"1OH9",NA,-83.399399,38.935101
"1OI1",NA,-81.064,41.4284
"1OI6",NA,-84.416603,39.7701
"1OI7",NA,-82.566597,41.158401
"1OI9",NA,-84.2944,40.1773
"1OK0",NA,-96.2794,35.8945
"1OK1",NA,-97.8059,35.825
"1OK3",NA,-97.8141,34.5761
"1OK5",NA,-99.2295,34.983398
"1OK6",NA,-97.2047,35.7219
"1OK7",NA,-97.482201,34.800098
"1OK8",NA,-97.5414,35.7298
"1OK9",NA,-97.0892,33.9751
"1OL2",NA,-97.192,35.489
"1OR0",NA,-124.203,43.4832
"1OR3",NA,-123.01,45.5915
"1OR4",NA,-123.025,45.604
"1OR6",NA,-122.554,45.3714
"1OR7",NA,-122.456,45.2879
"1PA0",NA,-77.1997,41.1334
"1PA3",NA,-75.1996,40.4501
"1PA4",NA,-77.62,40.5526
"1PA5",NA,-80.4137,40.8302
"1PA6",NA,-75.7235,39.8273
"1PA9",NA,-76.683,40.6668
"1PN0",NA,-75.7142,40.2014
"1PN1",NA,-80.4206,41.3342
"1PS0",NA,-78.5647,40.1919
"1PS4",NA,-78.2581,40.8609
"1PS9",NA,-75.3705,40.4034
"1SC2",NA,-80.7961,33.9338
"1SD8",NA,-96.552597,45.047699
"1TA2",NA,-101.5,34.650101
"1TA4",NA,-95.296097,31.4585
"1TA5",NA,-103,32.941799
"1TA7",NA,-95.8683,32.616
"1TE0",NA,-102.717003,34.269501
"1TE2",NA,-95.0169,29.9863
"1TE3",NA,-95.207199,31.9174
"1TE4",NA,-98.1578,29.4955
"1TE5",NA,-96.601097,30.816299
"1TE6",NA,-102.184998,35.118099
"1TE7",NA,-98.3656,29.1211
"1TE8",NA,-96.5583,33.549
"1TE9",NA,-96.4392,31.2719
"1TN0",NA,-86.302803,36.246399
"1TN3",NA,-86.2222,35.1397
"1TS0",NA,-94.6708,29.6705
"1TS1",NA,-95.994102,29.912701
"1TS2",NA,-96.7785,31.8243
"1TS3",NA,-94.9505,29.4961
"1TS8",NA,-100.722,32.2876
"1TS9",NA,-96.7528,33.3681
"1TX1",NA,-98.4142,31.8557
"1TX2",NA,-100.150002,33.716801
"1TX3",NA,-100.542,33.425098
"1TX4",NA,-97.9705,30.4286
"1TX5",NA,-101.908997,34.1292
"1TX6",NA,-98.0964,31.6985
"1TX7",NA,-100.184,32.8057
"1TX8",NA,-102.084,34.369499
"1TX9",NA,-95.1613,32.6376
"1VA0",NA,-77.747498,37.629299
"1VA5",NA,-76.3927,37.2704
"1VA7",NA,-78.722504,36.666
"1VA8",NA,-78.411102,36.8619
"1VA9",NA,-77.4705,38.4329
"1VG2",NA,-76.6892,38.1277
"1WA2",NA,-122.889999,46.519199
"1WA6",NA,-121.864,47.5595
"1WA9",NA,-123.045,48.5351
"1WI0",NA,-89.3112,42.6425
"1WI1",NA,-88.704597,43.9328
"1WI3",NA,-89.1168,43.85
"1WI6",NA,-88.064,42.8403
"1WI7",NA,-89.096497,44.022202
"1WI8",NA,-87.4402,44.6358
"1WI9",NA,-88.8668,42.9139
"1WN1",NA,-88.1954,43.668
"1WN2",NA,-87.9973,43.3292
"1WN3",NA,-92.536,45.2119
"1XA0",NA,-97.9012,30.7937
"1XA1",NA,-97.829,33.6477
"1XA4",NA,-96.004402,29.8738
"1XA5",NA,-97.1429,30.135
"1XA6",NA,-97.1224,33.4737
"1XA7",NA,-96.059196,29.7334
"1XA8",NA,-96.3975,32.2325
"1XS1",NA,-95.0466,29.9383
"1XS2",NA,-97.4275,30.3808
"1XS4",NA,-97.2555,30.4535
"1XS8",NA,-100.374001,29.6341
"1XS9",NA,-98.220802,28.395599
"20AK",NA,-149.896,61.5038
"20AZ",NA,-111.501,32.6834
"20CL",NA,-122.367,38.7493
"20FA",NA,-80.920601,27.3962
"20FD",NA,-83.576,30.4255
"20FL",NA,-82.0437,27.0426
"20GA",NA,-84.8847,33.7565
"20ID",NA,-116.005667,43.720439
"20II",NA,-86.2756,39.5872
"20IN",NA,-86.0514,39.5139
"20IS",NA,-89.7918,42.4972
"20MO",NA,-94.3169,39.3583
"20NC",NA,-81.0559,35.5924
"20NY",NA,-78.0431,43.0089
"20OR",NA,-122.424,45.325
"20SC",NA,-82.2643,35.0065
"20TA",NA,-96.4094,33.5592
"20TE",NA,-97.0892,32.196
"20TS",NA,-99.0681,29.8099
"20VA",NA,-77.4883,38.0824
"20VG",NA,-79.4469,37.2887
"20WA",NA,-123.035004,46.824799
"20XS",NA,-96.378,32.8354
"21AK",NA,-150.069,62.0717
"21FA",NA,-80.7208,28.2991
"21FD",NA,-85.310799,30.694599
"21FL",NA,-81.8003,28.5086
"21GE",NA,-83.8222,34.5497
"21IN",NA,-85.355499,40.4184
"21LA",NA,-91.214996,30.2969
"21MO",NA,-94.1774,39.5014
"21MU",NA,-93.5096,36.5649
"21NH",NA,-70.9353,42.9169
"21NK",NA,-75.1911,42.5528
"21OG",NA,-122.969444,44.771806
"21OI",NA,-84.0927,39.1281
"21TE",NA,-94.9241,30.0127
"21VA",NA,-75.9349,37.3032
"21XS",NA,-95.2752,29.5197
"22CL",NA,-121.359,39.2999
"22CO",NA,-104.4856,39.9581
"22FA",NA,-82.2726,27.3031
"22ID",NA,-115.941002,43.944698
"22IL",NA,-90.4001,42.412
"22IN",NA,-85.0075,41.3483
"22LL",NA,-88.8606,41.3134
"22MD",NA,-77.645,39.5869
"22NC",NA,-79.4683,35.8211
"22OI",NA,-80.8401,41.1489
"22OK",NA,-97.1758,34.3153
"22OR",NA,-122.763,44.9418
"22TE",NA,-96.6891,29.1933
"22WA",NA,-118.686996,47.820202
"22WN",NA,-90.2195,43.0686
"22XS",NA,-97.667,31.371
"23AK",NA,-149.311005,61.594101
"23AZ",NA,-112.826,34.0195
"23CD",NA,-102.321817,39.29945
"23CN",NA,-115.53,32.7889
"23CO",NA,-103.99,38.8439
"23DE",NA,-75.729,39.3126
"23FD",NA,-80.662003,27.5473
"23FL",NA,-82.2442,27.6844
"23IS",NA,-90.827599,40.325901
"23MI",NA,-85.889,44.573601
"23MN",NA,-92.022102,43.641102
"23MO",NA,-94.4961,38.22
"23NH",NA,-72.015,43.1303
"23NJ",NA,-75.0931,39.5047
"23NK",NA,-77.3125,43.1125
"23NR",NA,-76.234722,35.560556
"23NY",NA,-77.34,42.2798
"23OA",NA,-84.0131,40.0503
"23PA",NA,-75.1468,40.5001
"23TA",NA,-96.4558,33.4873
"23TX",NA,-97.522797,31.249599
"23VG",NA,-78.428101,36.709702
"23VT",NA,-72.7129,43.2215
"23XS",NA,-97.671097,31.358601
"24AK",NA,-149.707001,61.6157
"24AZ",NA,-110.935,34.1581
"24CT",NA,-71.966883,41.566886
"24IN",NA,-86.2875,39.2625
"24KY",NA,-87.430603,37.216702
"24LL",NA,-89.459,38.0862
"24ME",NA,-70.442802,43.822201
"24MN",NA,-94.178001,44.004101
"24MU",NA,-95.4386,40.3628
"24NC",NA,-80.474998,35.127201
"24OH",NA,-81.2915,40.8806
"24OI",NA,-83.8972,40.0778
"24PA",NA,-80.1778,40.6917
"24SC",NA,-81.4297,33.9358
"24TA",NA,-95.8275,31.2132
"24TX",NA,-98.3837,32.5001
"24VA",NA,-75.9997,37.2882
"24WI",NA,-92.6738,45.0955
"24WN",NA,-88.4275,42.5541
"24XA",NA,-98.3703,29.321
"25AK",NA,-150.063,61.7122
"25AR",NA,-93.47679,35.125018
"25CA",NA,-116.793,33.1792
"25CD",NA,-105.7202,39.1523
"25CL",NA,-121.484,38.8666
"25CO",NA,-105.633,40.8516
"25FL",NA,-82.1578,28.6319
"25GA",NA,-84.663,33.6596
"25IL",NA,-89.8583,39.5167
"25IN",NA,-85.4194,41.7028
"25KS",NA,-99.128403,39.6833
"25LL",NA,-88.2228,40.7523
"25MD",NA,-75.8402,39.1675
"25NC",NA,-79.71,35.6333
"25NE",NA,-103.511002,41.724098
"25NK",NA,-77.1322,42.4362
"25OH",NA,-81.2598,40.9131
"25OI",NA,-80.8779,41.4226
"25SC",NA,-82.3394,34.9606
"25TA",NA,-94.9674,29.8366
"25TE",NA,-97.4003,32.4501
"25TS",NA,-102.416,36.091702
"25TX",NA,-94.644302,31.312799
"25VA",NA,-77.103,37.8176
"25XA",NA,-98.7046,30.0989
"25XS",NA,-96.8464,32.4865
"26AZ",NA,-113.203003,34.012001
"26CA",NA,-121.172,38.4269
"26FD",NA,-81.8481,27.0512
"26GA",NA,-84.9138,33.3362
"26ID",NA,-116.4036,48.3639
"26IL",NA,-89.3734,42.1197
"26IN",NA,-85.5919,39.8234
"26IS",NA,-88.5056,40.766701
"26LL",NA,-88.7176,42.0095
"26MA",NA,-71.550102,42.696201
"26MI",NA,-85.3781,42.9239
"26MO",NA,-92.784599,36.6134
"26OG",NA,-122.7347,42.463
"26XS",NA,-98.461403,30.1141
"27AL",NA,-85.5582,32.4535
"27AZ",NA,-113.167,33.919498
"27CA",NA,-117.081,34.5611
"27CL",NA,-121.573,38.7471
"27IA",NA,-92.0307,40.7513
"27IS",NA,-88.6703,38.1489
"27LL",NA,-90.3193,38.3751
"27MI",NA,-83.486603,43.372799
"27NK",NA,-75.044467,43.113317
"27PN",NA,-77.1619,40.6812
"27WA",NA,-122.316,48.3251
"27WI",NA,-92.713799,44.807701
"27WV",NA,-81.803694,38.478819
"27XA",NA,-97.8899,32.9794
"27XS",NA,-95.9498,29.838
"28AZ",NA,-113.181,33.922798
"28CA",NA,-120.63,36.9624
"28II",NA,-86.056198,37.974701
"28IL",NA,-89.4193,42.0972
"28IN",NA,-87.4347,38.6378
"28IS",NA,-89.311798,39.194801
"28KS",NA,-95.1561,38.5425
"28LL",NA,-88.8684,39.4603
"28MA",NA,-72.8181,42.0798
"28MI",NA,-85.792603,44.874401
"28MO",NA,-93.8188,37.9739
"28NK",NA,-76.076389,44.186944
"28NY",NA,-79.225,42.3083
"28OH",NA,-84.002701,41.7034
"28OK",NA,-98.040604,35.5028
"28OR",NA,-122.234,45.479
"28PA",NA,-75.4455,40.2512
"28TE",NA,-98.337,29.2683
"28TS",NA,-97.595,32.9048
"28TX",NA,-99.455101,34.085899
"28WA",NA,-122.735,45.7304
"28WI",NA,-92.0466,44.604099
"28XS",NA,-96.3253,32.646
"29AZ",NA,-112.9,32.9056
"29CN",NA,-120.834,38.8499
"29GA",NA,-84.6319,33.3843
"29II",NA,-86.807503,41.659801
"29IN",NA,-85.3861,41.0759
"29KY",NA,-87.4272,36.893101
"29MD",NA,-75.8128,39.3628
"29MI",NA,-84.45,42.6
"29MN",NA,-96.362801,46.028301
"29MO",NA,-94.5186,39.3508
"29NE",NA,-101.181,40.761101
"29OH",NA,-81.3026,40.6864
"29OR",NA,-122.957,45.0318
"29SC",NA,-80.8536,32.901402
"29TA",NA,-98.6459,33.8731
"29TX",NA,-99.365601,34.094501
"29VA",NA,-77.7389,38.5293
"29WI",NA,-90.027397,44.3255
"2AK0",NA,-149.975006,61.255901
"2AK4",NA,-151.512,59.47
"2AK7",NA,-149.752,62.3074
"2AL3",NA,-86.1192,32.4554
"2AL5",NA,-85.665001,34.392799
"2AL7",NA,-86.7231,34.0628
"2AL8",NA,-85.2481,32.4211
"2AR5",NA,-94.2939,36.3831
"2AZ1",NA,-113.615,33.7592
"2AZ3",NA,-112.335,33.6128
"2AZ4",NA,-112.146,33.0537
"2AZ5",NA,-112.13,32.8864
"2AZ7",NA,-112.164,33.6842
"2AZ8",NA,-111.036,31.6145
"2CA2",NA,-116.048,34.1628
"2CA4",NA,-117.092,33.2589
"2CD3",NA,-104.4318,39.1195
"2CD6",NA,-104.547,39.3948
"2CD9",NA,-105.1385,40.6814
"2CL2",NA,-122.098,39.011
"2CL9",NA,-121.304,38.3344
"2CN3",NA,-117.3286,33.5111
"2CN8",NA,-117.1514,34.3042
"2CO1",NA,-104.584,39.1105
"2CO2",NA,-106.105,38.5403
"2CO3",NA,-104.873,40.375
"2CO5",NA,-104.632,38.3472
"2DE2",NA,-75.572197,38.855
"2DE8",NA,-75.3453,38.9136
"2FA2",NA,-82.1137,29.0189
"2FA4",NA,-80.9456,26.3795
"2FA5",NA,-81.571999,29.4722
"2FA6",NA,-82.0654,28.8111
"2FA9",NA,-83.7836,30.3364
"2FD0",NA,-82.9073,29.9758
"2FD1",NA,-81.9187,28.9755
"2FD2",NA,-82.0533,29.4793
"2FD6",NA,-80.8664,28.888
"2FD8",NA,-81.632301,29.521099
"2FL0",NA,-85.685997,30.4569
"2FL8",NA,-81.363098,27.8836
"2G5",NA,-98.3703,30.5894
"2GA0",NA,-83.638,33.5265
"2GA1",NA,-83.8527,33.6807
"2GA2",NA,-81.2807,32.3946
"2GA4",NA,-83.755699,32.171299
"2GA5",NA,-84.4321,33.0418
"2GA6",NA,-85.052498,34.917301
"2GA8",NA,-85.0769,34.3498
"2GA9",NA,-83.9963,33.8046
"2GE3",NA,-83.2593,33.676201
"2GE5",NA,-84.3194,34.1978
"2GE8",NA,-84.6633,33.4642
"2ID3",NA,-116.677333,42.751833
"2ID6",NA,-116.946475,43.927336
"2IG4","OTN",-87.4997,38.8514
"2II0",NA,-86.1525,40.4174
"2II3",NA,-85.8164,40.2267
"2II6",NA,-86.1028,40.2648
"2IL0",NA,-89.6769,42.1814
"2IL1",NA,-89.3293,42.413898
"2IL2",NA,-88.461197,41.053398
"2IL3",NA,-90.379601,41.5159
"2IL4",NA,-90.7486,39.7792
"2IL5",NA,-88.2317,37.9342
"2IL6",NA,-90.63,39.1375
"2IL7",NA,-90.0279,38.5153
"2IL9",NA,-87.7817,41.4328
"2IN0",NA,-85.1711,40.8369
"2IN2",NA,-85.3714,41.0092
"2IN3",NA,-86.924202,41.084801
"2IN4",NA,-86.1897,41.2567
"2IN5",NA,-85.4729,40.0152
"2IN6",NA,-85.9169,40.0419
"2IS3",NA,-89.8068,41.1717
"2IS4",NA,-91.0132,41.337
"2IS5",NA,-89.4079,40.9523
"2IS6",NA,-89.8226,42.4181
"2IS7",NA,-89.0034,42.0606
"2IS9",NA,-88.7078,40.5781
"2KS1",NA,-95.2511,39.7744
"2KS3",NA,-98.485603,38.8381
"2KS5",NA,-100.587997,37.270901
"2KS6",NA,-96.0268,39.7504
"2KS8",NA,-98.400299,39.116699
"2KS9",NA,-95.5836,38.9
"2KY4",NA,-85.813599,37.654999
"2LA0",NA,-92.156502,29.7897
"2LL1",NA,-88.689,41.5417
"2LL2",NA,-90.5521,41.3148
"2LL3",NA,-89.0692,40.3889
"2LL4",NA,-88.9795,39.7498
"2LL5",NA,-88.06,39.9986
"2LL7",NA,-88.7376,40.9347
"2LL9",NA,-88.6931,41.7042
"2LS2",NA,-91.543056,29.872222
"2LS3",NA,-91.752064,30.618244
"2MD1",NA,-76.7247,38.3085
"2MD3",NA,-77.3453,39.229
"2MD5",NA,-76.9276,39.4079
"2MD6",NA,-76.472198,38.144001
"2MD8",NA,-79.441399,39.333401
"2MI0",NA,-84.0472,43.2167
"2MI3",NA,-85.4633,42.3125
"2MI4",NA,-84.5714,43.4056
"2MI5",NA,-85.4864,42.9417
"2MI7",NA,-82.5522,43.346901
"2MI8",NA,-83.5352,43.3434
"2MI9",NA,-85.3178,43.6242
"2MN0",NA,-97.016296,48.0821
"2MN6",NA,-92.092903,44.047199
"2MN7",NA,-94.3408,45.7916
"2MN8",NA,-92.335701,43.996101
"2MN9",NA,-93.9953,45.8244
"2MO0",NA,-93.8642,38.7994
"2MO1",NA,-93.419899,37.32
"2MO2",NA,-94.308,39.4642
"2MO4",NA,-94.1767,38.1144
"2MO6",NA,-92.297699,40.134499
"2MO7",NA,-91.0861,38.8667
"2MO9",NA,-94.4502,38.95
"2MU9",NA,-91.1181,38.9656
"2MY4",NA,-93.9487,45.4339
"2NC0",NA,-82.341797,35.868698
"2NC1",NA,-80.800903,34.997398
"2NC4",NA,-78.1547,35.3379
"2NC6",NA,-80.3962,35.7996
"2NC7",NA,-77.398903,36.1679
"2NC8",NA,-80.6398,35.5254
"2NE0",NA,-99.834297,40.696701
"2NE6",NA,-101.296997,40.920799
"2NH5",NA,-72.401703,42.990299
"2NJ1",NA,-75.0663,40.6334
"2NJ3",NA,-74.8543,40.3404
"2NJ5",NA,-75.186,40.652
"2NJ6",NA,-75.1593,40.7737
"2NK1",NA,-77.4655,42.2962
"2NK3",NA,-72.2801,41.1543
"2NK9",NA,-74.0772,41.6572
"2NV2",NA,-119.675003,39.834702
"2NY0",NA,-73.9529,42.2806
"2NY4",NA,-78.05,43.0737
"2NY7",NA,-77.211403,42.121498
"2NY9",NA,-76.7225,42.3701
"2OA1",NA,-80.8843,41.4151
"2OA2",NA,-83.915,39.2481
"2OA4",NA,-83.9075,39.9318
"2OA5",NA,-83.350899,40.182499
"2OA7",NA,-84.1056,38.8514
"2OG5",NA,-123.5065,45.118
"2OH0",NA,-82.9405,40.3455
"2OH2",NA,-83.4899,39.472
"2OH6",NA,-84.2813,40.012
"2OH7",NA,-84.026,38.9112
"2OH8",NA,-83.2232,39.7953
"2OH9",NA,-84.0938,39.4767
"2OI4",NA,-81.936501,41.0453
"2OI8",NA,-82.420601,40.863899
"2OK2",NA,-97.2698,35.3292
"2OK4",NA,-96.058601,35.816799
"2OK5",NA,-98.7398,34.929
"2OK6",NA,-97.020599,35.481998
"2OK7",NA,-97.6628,35.2584
"2OK9",NA,-97.3084,35.1959
"2OL2",NA,-95.919639,35.887833
"2OR0",NA,-122.518,45.3443
"2OR3",NA,-123.098,44.794601
"2OR4",NA,-123.346001,43.4748
"2OR7",NA,-122.684998,44.3993
"2PA0",NA,-75.698,40.5568
"2PA1",NA,-75.0079,41.4431
"2PA3",NA,-75.4163,41.5001
"2PA4",NA,-75.4463,41.8467
"2PA5",NA,-78.2692,41.7806
"2PA6",NA,-76.0977,40.4912
"2PA7",NA,-77.2997,40.3334
"2PA8",NA,-77.2997,40.3001
"2PN0",NA,-79.8178,42.0153
"2PN1",NA,-77.5247,41.9834
"2PN3",NA,-77.1003,39.9611
"2PN4",NA,-78.9455,40.0818
"2PN5",NA,-78.3608,40.2484
"2PN7",NA,-80.0706,40.8556
"2PS3",NA,-77.0414,40.0168
"2SC7",NA,-79.541397,33.051701
"2SC8",NA,-81.0948,33.7868
"2TA1",NA,-94.691002,31.3902
"2TA4",NA,-96.292702,29.7477
"2TA6",NA,-96.1975,31.8627
"2TA8",NA,-98.222,26.8584
"2TA9",NA,-97.842,32.6604
"2TE0","BZT",-95.579697,28.982201
"2TE2",NA,-97.5336,32.8307
"2TE3",NA,-96.9281,33.2942
"2TE4",NA,-96.322701,29.179199
"2TE5",NA,-97.1633,29.6951
"2TE7",NA,-101.13535,33.228167
"2TN4",NA,-90.035301,35.3181
"2TS0",NA,-97.1381,33.1557
"2TS2",NA,-97.733597,26.1684
"2TS3",NA,-97.2406,31.6793
"2TS4",NA,-95.9703,32.1397
"2TS8",NA,-97.8717,29.2205
"2TX",NA,-97.5397,30.9207
"2TX0",NA,-101.848999,35.064499
"2TX1",NA,-98.3836,29.2252
"2TX2",NA,-98.01,32.0265
"2TX5",NA,-97.7514,31.4535
"2TX6",NA,-101.667999,33.681801
"2TX7",NA,-97.396103,33.094601
"2TX8",NA,-97.3797,33.3082
"2VA1",NA,-76.3552,37.896
"2VA2",NA,-76.79,37.146
"2VA5",NA,-76.565,37.6307
"2VA6",NA,-76.6011,37.6238
"2VA8",NA,-76.83,36.6838
"2VA9",NA,-77.7872,38.7579
"2VG2",NA,-77.8697,38.9718
"2VG3",NA,-78.8711,38.5486
"2VG7",NA,-77.85,38.1639
"2VG8",NA,-76.7311,37.8722
"2WA1",NA,-122.929,48.0926
"2WA3",NA,-123.21,48.6845
"2WA6",NA,-119.088997,47.998199
"2WA8",NA,-118.296997,47.381699
"2WA9",NA,-118.100998,46.2892
"2WI0",NA,-89.6001,44.8527
"2WI2",NA,-90.2276,42.5569
"2WI4",NA,-88.3987,42.6428
"2WI6",NA,-89.186203,42.913601
"2WI7",NA,-89.6654,42.9697
"2WI8",NA,-87.779,43.5975
"2WI9",NA,-89.634804,43.759998
"2WN2",NA,-89.6303,43.6542
"2WN3",NA,-88.761398,44.357899
"2WN4",NA,-88.781197,44.339401
"2WN5",NA,-90.0192,44.0064
"2WN6",NA,-90.4193,44.5297
"2WN7",NA,-88.673203,43.9487
"2WN8",NA,-88.714269,44.015228
"2WS2",NA,-92.293239,45.913686
"2WS3",NA,-88.0936,44.2804
"2WV3",NA,-81.391701,39.117199
"2WV5",NA,-80.5183,37.5467
"2XA0",NA,-99.712898,33.979301
"2XA2",NA,-95.3109,29.2204
"2XA4",NA,-96.8003,33.5808
"2XA5",NA,-97.6912,29.8037
"2XA7",NA,-94.7656,32.615
"2XS1",NA,-98.3026,30.2197
"2XS3",NA,-95.700203,32.0168
"2XS4",NA,-96.4064,33.6614
"2XS5",NA,-98.4253,30.0105
"2XS6",NA,-99.5712,29.7211
"2XS7",NA,-99.6837,29.4502
"30AK",NA,-151.26,60.5028
"30AZ",NA,-112.813,33.25
"30CO",NA,-105.336,38.6725
"30IN",NA,-85.458,41.209202
"30IS",NA,-88.6251,42.0772
"30LL",NA,-90.3654,39.7542
"30MI",NA,-86.3278,41.8592
"30NC",NA,-80.456902,36.048599
"30NY",NA,-77.5581,42.7501
"30OR",NA,-123.28,45.8026
"30PA",NA,-75.4366,40.2679
"30TA",NA,-97.7225,30.5919
"30TE",NA,-101.396,33.8112
"30TX",NA,-98.655,30.2324
"30WA",NA,-118.178001,46.314899
"30WI",NA,-87.3593,45.1919
"30XS",NA,-103.017998,34.382301
"31AZ",NA,-110.26,31.9637
"31FA",NA,-82.1342,28.9592
"31FL",NA,-81.01923,28.043352
"31II",NA,-84.9119,38.9259
"31IN",NA,-86.8564,40.285
"31KS",NA,-97.929497,37.9958
"31LL",NA,-88.6662,40.7786
"31MA",NA,-72.4081,42.262
"31MI",NA,-86.1772,41.7798
"31MO",NA,-94.7433,40.1055
"31TA",NA,-97.4253,30.7294
"31TS",NA,-96.1891,33.1904
"31TX",NA,-97.33,31.5968
"31VA",NA,-76.5886,37.0238
"31WI",NA,-88.601997,43.007198
"31WN",NA,-88.962,43.9914
"31XS",NA,-96.2703,33.1837
"32CA",NA,-119.824997,36.333302
"32CL",NA,-121.718,38.8332
"32CO",NA,-105.084,38.4553
"32FA",NA,-80.9037,27.2342
"32GA",NA,-83.277802,33.454201
"32II",NA,-85.1063,38.8164
"32IS",NA,-91.009598,40.1353
"32KS",NA,-100.612999,38.593102
"32LL",NA,-90.2598,41.7042
"32LS",NA,-90.359001,30.4196
"32MD",NA,-75.8768,39.1894
"32MN",NA,-94.3994,45.3675
"32MO",NA,-90.226,37.5767
"32NC",NA,-79.0431,34.8964
"32NK",NA,-74.3111,42.7533
"32OH",NA,-82.4179,40.7612
"32OR",NA,-121.293999,45.254799
"32PA",NA,-77.1772,40.3301
"32PN",NA,-80.2759,40.734
"32TA",NA,-97.4336,29.6919
"32TX",NA,-96.3592,30.0581
"32WA",NA,-119.467222,48.722778
"32WI",NA,-88.700897,44.316399
"32WN",NA,-88.4197,45.0996
"33AK",NA,-150.945,62.5173
"33AZ",NA,-112.97,34.7986
"33CA",NA,-118.302,34.9055
"33CL",NA,-120.797,35.5683
"33CO",NA,-105.463997,37.064999
"33CT",NA,-73.2397,41.6094
"33FA",NA,-80.845901,27.598101
"33FD",NA,-83.2665,29.9144
"33FL",NA,-80.999862,27.860861
"33GA",NA,-83.2867,34.26
"33IL",NA,-88.8983,40.1661
"33IS",NA,-88.757599,39.544498
"33KS",NA,-95.6094,39.1531
"33KY",NA,-87.0569,37.612301
"33LA",NA,-91.986198,30.069599
"33LL",NA,-88.288902,39.087502
"33MN",NA,-96.097,46.09
"33MO",NA,-94.0569,37.2514
"33N",NA,-75.5964,39.2184
"33NC",NA,-78.089401,34.426899
"33NR",NA,-82.506667,35.941667
"33NY",NA,-73.8662,42.3995
"33OH",NA,-83.1736,40.1853
"33OI",NA,-82.043198,41.082802
"33OK",NA,-97.4056,35.7433
"33OR",NA,-123.390999,44.063702
"33PA",NA,-76.2497,41.1668
"33TA",NA,-95.612198,30.333
"33VA",NA,-79.0497,36.7843
"33WA",NA,-118.850998,47.0499
"34AK",NA,-149.289,61.625
"34AZ",NA,-111.913,33.2434
"34CD",NA,-105.448,40.2627
